pyIssue,pyGroup,pyName,pyLabel,CampaignName,OfferCode,OfferStatus,OfferStartDate,OfferExpireDate,NBAName,NBANumber,NBACategory,NBAType,OfferShortDescriptionEN,OfferShortDescriptionFR,OfferLongDescriptionEN,OfferLongDescriptionFr,PersistenceDays,RestPeriodDays,OfferCondition,IncentiveAmount,PS_CD,PrimaryProductServiceSubCode,RetailOrSmallBusiness,PrimaryProductServiceNameEN,OfferType,OfferClassification,OfferSubClassification,Prestaged,CreativeID,SOL,SMC,SSC,SIC,SSP,MOB,MMC,MIC,ABM,CSE,PrimaryProductFeaturesEN,PrimaryProductFeaturesFR,DCM,DHC,DMB,DPB,MCP,OfferName,SCP,MSP,CSA,DIA,ATC_NONPEGA,ATC_PEGA,EngagementType,CUSTOMER_RELEVANCE,EML,MOBSeed,SOLSeed,PMT,InteractionLevel,Level0InteractionCode,COP,AFILUAInsight,AFILUAInsightMax,AFILUAInsightMin,CCMinPmtInsight,CCMinPmtInsightMax,CCMinPmtInsightMin,ChannelSubgroup,ChqPurFreqFlashInsight,ChqPurFreqFlashInsightMax,ChqPurFreqFlashInsightMin,ChqPurFreqInsight,ChqPurFreqInsightMax,ChqPurFreqInsightMin,DepositSubgroup,InsuranceSubgroup,InvestmentSubgroup,LendingSubgroup,PaymentSubgroup,ProductGroup,ProductIndicator,ProductType,RelationshipSubgroup,TravelInsight,TravelInsightMax,TravelInsightMin,PrimaryProductServiceNameFR,BRN,BOT,CRM,BusinessGroup,BusinessOwner,CampaignCode,PEG,REB,RES,CRO,StartDate,EndDate,pyIsPropositionActive,PrimaryProductCode,PrimaryProductSubCode,PrimarySourceCode,Alt1ProductCode,Alt1ProductSubCode,Alt1SourceCode,Alt2ProductCode,Alt2ProductSubCode,Alt2SourceCode
Sales,Payment,3831,"Supp Card, Value Fee - no offer",,3831,InMarket,10/26/2017,12/31/2050,Offer Credit Cards,8,Payment NBA,Grow My Customer,"Supp Card, Value Fee - no offer","Supp Card, Value Fee - no offer","Supp Card, Value Fee - no offer","Supp Card, Value Fee - no offer",30,150,TBD,0,VLR,RG,Retail,Value Fee - no offer,Acquisition,Discretionary,NonContextual,TRUE,3831101701,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Enjoy low interest rate,TBD,FALSE,FALSE,FALSE,FALSE,FALSE,"Supp Card, Value Fee - no offer",FALSE,FALSE,FALSE,FALSE,,,NBA,TBD,FALSE,FALSE,FALSE,FALSE,L0,,FALSE,FALSE,1,1,FALSE,1,0.8,,FALSE,,10,FALSE,,10,,,,,,VISA,Product,Value Fee,,FALSE,1,0.5,Value Fee,FALSE,FALSE,FALSE,Credit Card,CIM,VS16064,FALSE,FALSE,FALSE,FALSE,,,Always,,,,,,,,,
Sales,Payment,3826,"Supp Card, Scotia Gold Passport Regular no offer",,3826,InMarket,10/26/2017,12/31/2050,Offer Credit Cards,8,Payment NBA,Grow My Customer,"Supp Card, Scotia Gold Passport Regular no offer","Supp Card, Scotia Gold Passport Regular no offer","Supp Card, Scotia Gold Passport Regular no offer","Supp Card, Scotia Gold Passport Regular no offer",30,150,TBD,0,VGD,RG,Retail,Scotia Gold Passport Regular no offer,Acquisition,Discretionary,NonContextual,TRUE,3826101701,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TBD,TBD,FALSE,FALSE,FALSE,FALSE,FALSE,"Supp Card, Scotia Gold Passport Regular no offer",FALSE,FALSE,FALSE,FALSE,,,NBA,TBD,FALSE,FALSE,FALSE,FALSE,L0,,FALSE,FALSE,1,1,FALSE,1,0.8,,FALSE,,10,FALSE,,10,,,,,,VISA,Product,Gold Fee,,FALSE,1,0.5,Gold Fee,FALSE,FALSE,FALSE,Credit Card,CIM,VS16064,FALSE,FALSE,FALSE,FALSE,,,Always,,,,,,,,,
Sales,Payment,3825,"Supp Card, Momentum Reg no offer",,3825,InMarket,10/26/2017,12/31/2050,Offer Credit Cards,8,Payment NBA,Grow My Customer,"Supp Card, Momentum Reg no offer","Supp Card, Momentum Reg no offer","Supp Card, Momentum Reg no offer","Supp Card, Momentum Reg no offer",30,150,TBD,0,VCL,RG,Retail,Momentum Reg no offer,Acquisition,Discretionary,NonContextual,TRUE,3825101701,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"2% cash back on all eligible gas station, grocery store, drug store purchases and recurring payments",TBD,FALSE,FALSE,FALSE,FALSE,FALSE,"Supp Card, Momentum Reg no offer",FALSE,FALSE,FALSE,FALSE,,,NBA,TBD,FALSE,FALSE,FALSE,FALSE,L0,,FALSE,FALSE,1,1,FALSE,1,0.8,,FALSE,,10,FALSE,,10,,,,,,VISA,Product,Momentum Fee,,FALSE,1,0.5,Momentum Fee,FALSE,FALSE,FALSE,Credit Card,CIM,VS16064,FALSE,FALSE,FALSE,FALSE,,,Always,,,,,,,,,
Sales,Payment,3824,"Supp Card, Momentum No Fee  - no offer",,3824,InMarket,10/26/2017,12/31/2050,Offer Credit Cards,8,Payment NBA,Grow My Customer,"Supp Card, Momentum No Fee  - no offer","Supp Card, Momentum No Fee  - no offer","Supp Card, Momentum No Fee  - no offer","Supp Card, Momentum No Fee  - no offer",30,150,TBD,0,VCL,NF,Retail,Momentum No Fee  - no offer,Acquisition,Discretionary,NonContextual,TRUE,3824101701,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Cash back with no annual fee,TBD,FALSE,FALSE,FALSE,FALSE,FALSE,"Supp Card, Momentum No Fee  - no offer",FALSE,FALSE,FALSE,FALSE,,,NBA,TBD,FALSE,FALSE,FALSE,FALSE,L0,,FALSE,FALSE,1,1,FALSE,1,0.8,,FALSE,,10,FALSE,,10,,,,,,VISA,Product,Momentum No Fee,,FALSE,1,0.5,Momentum No Fee,FALSE,FALSE,FALSE,Credit Card,CIM,VS16064,FALSE,FALSE,FALSE,FALSE,,,Always,,,,,,,,,
Sales,Payment,3382,Scene Visa - 4k pts w $500 in 1st 3m,,3382,InMarket,11/2/2017,12/31/2050,Offer Credit Cards,8,Payment NBA,Grow My Customer,Scene Visa - 4k pts w $500 in 1st 3m,Scene Visa - 4k pts w $500 in 1st 3m,Scene Visa - 4k pts w $500 in 1st 3m,Scene Visa - 4k pts w $500 in 1st 3m,30,150,By accepting this offer you agree to be bound by the Terms and Conditions and the Application Disclosure Statement. Sales CSO will review complete T&Cs with customer.,4000,VCL,ZZ,Retail,SCENE VISA Card - Regular,Cross Sell,Discretionary,NonContextual,TRUE,4183091701,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,No fee VISA card. Turn everyday purchases into great rewards like free movies & snacks. Earn 1 SCENE point for every $1 you spend on purchases and 5 points for every $1 you spend at participating Cineplex Entertainment theatres or online at cineplex.com,No fee VISA card. Turn everyday purchases into great rewards like free movies & snacks. Earn 1 SCENE point for every $1 you spend on purchases and 5 points for every $1 you spend at participating Cineplex Entertainment theatres or online at cineplex.com,FALSE,FALSE,FALSE,FALSE,FALSE,Scene Visa - 4k pts w $500 in 1st 3m,FALSE,FALSE,FALSE,FALSE,,,NBA,Existing credit card Scotiabank customer. Pre-approved for 2nd card in wallet.,FALSE,FALSE,FALSE,FALSE,L0,,FALSE,FALSE,1,1,FALSE,1,0.8,,FALSE,,10,FALSE,,10,,,,,,VISA,Product,Scene,,FALSE,1,0.5,SCENE VISA Card - Regular,TRUE,FALSE,TRUE,Credit Card,CIM,OP14026,FALSE,FALSE,FALSE,FALSE,,,Always,,,,,,,,,
Sales,Payment,3075,SCENE Visa 2k points with a min $500 spend in first 3 mths,,3075,InMarket,3/12/2018,12/31/2050,Offer Credit Cards,8,Payment NBA,Grow My Customer,SCENE Visa 2k points with a min $500 spend in first 3 mths,TBD,SCENE Visa 2k points with a min $500 spend in first 3 mths,TBD,30,150,By accepting this offer you agree to be bound by the Terms and Conditions and the Application Disclosure Statement. Sales CSO will review complete T&Cs with customer.,2000,VCL,ZZ,Retail,SCENE VISA Card - Regular,Cross Sell,Discretionary,NonContextual,TRUE,3075031801,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,No fee VISA card. Turn everyday purchases into great rewards like free movies & snacks. Earn 1 SCENE point for every $1 you spend on purchases and 5 points for every $1 you spend at participating Cineplex Entertainment theatres or online at cineplex.com,Carte VISA sans frais. Transformez vos achats en r�compenses (films et go�ters gratuits). Obtenez 1 point SC�NE pour chaque dollar d'achats et 5 point SC�NE pour chaque dollar d�pens� dans les cin�mas Cineplex participants ou en ligne � cineplex.com,FALSE,FALSE,FALSE,FALSE,FALSE,"SCENE Visa 2,000 points with a minimum $500 spend in the first 3 months",FALSE,FALSE,FALSE,FALSE,,,NBA,Existing credit card Scotiabank customer. Pre-approved for 2nd card in wallet.,FALSE,FALSE,FALSE,FALSE,L0,,FALSE,FALSE,1,1,FALSE,1,0.8,,FALSE,,10,FALSE,,10,,,,,,VISA,Product,Scene,,FALSE,1,0.5,,TRUE,FALSE,TRUE,Credit Card,CIM,OP14026,FALSE,FALSE,FALSE,TRUE,,,Always,,,,,,,,,
Sales,Payment,2373,Scene Visa - 4k pts w $500 in 1st 3m,,2373,InMarket,11/1/2016,12/31/2017,Offer Credit Cards,8,Payment NBA,Grow My Customer,Scene Visa - 4k pts w $500 in 1st 3m,Scene Visa - 4k pts w $500 in 1st 3m,Scene Visa - 4k pts w $500 in 1st 3m,Scene Visa - 4k pts w $500 in 1st 3m,30,150,By accepting this offer you agree to be bound by the Terms and Conditions and the Application Disclosure Statement. Sales CSO will review complete T&Cs with customer.,4000,VCL,ZZ,Retail,SCENE VISA Card - Regular,Acquisition,OptimizedNonPriority,,TRUE,1022050101,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,No fee VISA card. Turn everyday purchases into great rewards like free movies & snacks. Earn 1 SCENE point for every $1 you spend on purchases and 5 points for every $1 you spend at participating Cineplex Entertainment theatres or online at cineplex.com,Carte VISA sans frais. Transformez vos achats en récompenses (films et goûters gratuits). Obtenez 1 point SCÈNE pour chaque dollar d'achats et 5 point SCÈNE pour chaque dollar dépensé dans les cinémas Cineplex participants ou en ligne à cineplex.com,FALSE,FALSE,FALSE,FALSE,FALSE,RS06008 Scene Visa,FALSE,FALSE,FALSE,FALSE,,,NBA,,FALSE,FALSE,FALSE,FALSE,L0,,FALSE,FALSE,1,1,FALSE,1,0.8,,FALSE,,10,FALSE,,10,,,,,,VISA,Product,Scene,,FALSE,1,0.5,Carte VISA SCENE - Regulire,FALSE,FALSE,FALSE,,CIM,RS06008,FALSE,FALSE,FALSE,FALSE,,,Always,,,,,,,,,
Sales,Payment,2370,Any Credit cards offer,,2370,InMarket,11/1/2016,12/31/2017,Offer credit cards,8,Payment NBA,Grow My Customer,Generic Credit Card offer,Generic Credit Card offer,Generic Credit Card offer,Generic Credit Card offer,90,150,Subject to Credit Card approval process,,CARD,RG,Retail,Any credit card product,Acquisition,Unplanned,Trigger,FALSE,1010000101,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Any credit card product,N'importe quel produit de credit,FALSE,FALSE,FALSE,FALSE,FALSE,Generic Credit Card offer,FALSE,FALSE,FALSE,FALSE,,,NBA,,FALSE,FALSE,FALSE,FALSE,L0,,FALSE,FALSE,1,1,FALSE,1,0.8,,FALSE,,10,FALSE,,10,,,,,,Credit Card,Product,Credit Card,,FALSE,1,0.5,N'importe quel produit de credit,FALSE,FALSE,FALSE,Credit Card,CIM,VS17079,FALSE,FALSE,FALSE,FALSE,,,Always,,,,,,,,,
Sales,Payment,2362,"Momentum No Fee VISA, 1.99% CABT",,2362,InMarket,10/17/2016,12/31/2050,Offer Credit Cards,8,Payment NBA,Grow My Customer,"Momentum No Fee VISA, 1.99% CABT","Visa Momentum sans frais, 1,99%","Scotia Momentum No Fee Visa Card, introductory 1.99% annual interest rate applies to cash advances, balance transfers for 6 months.","Carte VISA Momentum Scotia sans frais, taux d'interet annuel de 1,99 % sur les avances de fonds et les transferts de soldes, durant 6 mois.",30,150,By accepting this offer you agree to be bound by the Terms and Conditions and the Application Disclosure Statement. Sales CSO will review complete T&Cs with customer.,0,VCL,NF,Retail,Scotia Momentum No Fee VISA Card,Cross Sell,OptimizedNonPriority,,TRUE,1020330101,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"No annual fee. Earn 1% cash back on gas station, grocery store and drug store purchases and recurring payments, 0.50% cash back on all other purchases. Great way to earn cash back on purchases you would be making anyways.","Aucuns frais annuels. Obtenez une remise de 1% dans les stations service, les épiceries et les pharmacies et sur les paiements périodiques, et de 0,5% sur les autres achats. Un excellent moyen d obtenir une remise sur les achats que vous faites déjà.",FALSE,FALSE,FALSE,FALSE,FALSE,Xsell_Mom_Visa_NF_1.99BT_1%_BT_fee,FALSE,FALSE,FALSE,FALSE,,,NBA,,FALSE,FALSE,FALSE,FALSE,L0,,FALSE,FALSE,1,1,FALSE,1,0.8,,FALSE,,10,FALSE,,10,,,,,,VISA,Product,Momentum No Fee,,FALSE,1,0.5,Carte VISA Momentum Scotia sans frais,FALSE,FALSE,FALSE,,CIM,OP14026,FALSE,FALSE,FALSE,FALSE,,,Always,,,,,,,,,
Sales,Payment,2354,Amex Gold PA - 40K pts w $750 in 1st 3m,,2354,InMarket,9/1/2016,12/31/2050,Offer Credit Cards,8,Payment NBA,Grow My Customer,Amex Gold PA - 40K pts w $750 in 1st 3m,Amex Gold PA - 40K pts w $750 in 1st 3m,Amex Gold PA - 40K pts w $750 spend in 1st 3m,Amex Gold PA - 40K pts w $750 spend in 1st 3m,30,150,By accepting this offer you agree to be bound by the Terms and Conditions and the Application Disclosure Statement. Sales CSO will review complete T&Cs with customer.,40000,AXG,GC,Retail,Scotiabank Gold Amex - Regular,Acquisition,Discretionary,,TRUE,1024240301,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Earn travel rewards up to 4x faster,Earn travel rewards up to 4x faster,FALSE,FALSE,FALSE,FALSE,FALSE,OP14037 Amex Gold Rich Offer,FALSE,FALSE,FALSE,FALSE,,,NBA,,FALSE,FALSE,FALSE,FALSE,L0,,FALSE,FALSE,1,1,FALSE,1,0.8,,FALSE,,10,FALSE,,10,,,,,,Amex,Product,Gold,,FALSE,1,0.5,Scotiabank Gold Amex - Regular,FALSE,FALSE,FALSE,,CIM,OP14037,FALSE,FALSE,FALSE,FALSE,,,Always,,,,,,,,,
Sales,Payment,2343,Value Fee - 0% 6m CA/BT w/1% BT fee,,2343,InMarket,9/1/2016,12/31/2050,Offer Credit Cards,8,Payment NBA,Grow My Customer,Value Fee - 0% 6m CA/BT w/1% BT fee,Value Fee - 0% 6m CA/BT w/1% BT fee,Value Fee - 0% 6m CA/BT w/1% BT fee,Value Fee - 0% 6m CA/BT w/1% BT fee,30,150,By accepting this offer you agree to be bound by the Terms and Conditions and the Application Disclosure Statement. Sales CSO will review complete T&Cs with customer.,0,VLR,RG,Retail,Scotiabank Value VISA - Regular,Acquisition,Discretionary,,TRUE,1024240801,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Enjoy low interest rate,Enjoy low interest rate,FALSE,FALSE,FALSE,FALSE,FALSE,OP14037 Value Fee,FALSE,FALSE,FALSE,FALSE,,,NBA,,FALSE,FALSE,FALSE,FALSE,L0,,FALSE,FALSE,1,1,FALSE,1,0.8,,FALSE,,10,FALSE,,10,,,,,,VISA,Product,Value Fee,,FALSE,1,0.5,Scotiabank Value VISA - Regular,FALSE,FALSE,FALSE,,CIM,OP14037,FALSE,FALSE,FALSE,FALSE,,,Always,,,,,,,,,
Sales,Payment,2333,"SCENE  VISA Card - 4,000 points",,2333,InMarket,10/17/2016,12/31/2050,Offer Credit Cards,8,Payment NBA,Grow My Customer,"SCENE  VISA Card - 4,000 points",Carte VISA SCÈNE - 4 000 points,"SCENE VISA Card - 4,000 points with first card purchase made within 90 days of open date.",Carte VISA SCÈNE - 4 000 points au premier achat réglé avec la carte dans les 90 jours suivant l'ouverture du compte.,30,150,By accepting this offer you agree to be bound by the Terms and Conditions and the Application Disclosure Statement. Sales CSO will review complete T&Cs with customer.,4000,VCL,ZZ,Retail,SCENE VISA Card - Regular,Cross Sell,OptimizedNonPriority,,TRUE,1020330401,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,No fee VISA card  Turn everyday purchases into great rewards like free movies & snacks. Earn 1 SCENE point for every $1 you spend on purchases and 5 points for every $1 you spend at participating Cineplex Entertainment theatres or online at cineplex.com,Carte VISA sans frais. Transformez vos achats en récompenses (films et goûters gratuits). Obtenez 1 point SCÈNE pour chaque dollar d'achats et 5 point SCÈNE pour chaque dollar dépensé dans les cinémas Cineplex participants ou en ligne à cineplex.com,FALSE,FALSE,FALSE,FALSE,FALSE,Xsell_Scene_VISA_4K_pts,FALSE,FALSE,FALSE,FALSE,,,NBA,,FALSE,FALSE,FALSE,FALSE,L0,,FALSE,FALSE,1,1,FALSE,1,0.8,,FALSE,,10,FALSE,,10,,,,,,VISA,Product,Scene,,FALSE,1,0.5,Carte VISA SCÈNE - Régulière,FALSE,FALSE,FALSE,,CIM,OP14026,FALSE,FALSE,FALSE,FALSE,,,Always,,,,,,,,,
Sales,Payment,2250,Scotiabank GM VISA - $50 GM Rewards,,2250,InMarket,7/1/2016,12/31/2050,Offer Credit Cards,8,Payment NBA,Grow My Customer,Scotiabank GM VISA - $50 GM Rewards,Scotiabank GM VISA - $50 GM Rewards,Scotiabank GM VISA - $50 GM Rewards,Scotiabank GM VISA - $50 GM Rewards,30,150,By accepting this offer you agree to be bound by the Terms and Conditions and the Application Disclosure Statement. Sales CSO will review complete T&Cs with customer.,50,VFA,A1,Retail,Scotiabank GM VISA,Acquisition,Discretionary,,TRUE,1024240101,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"$1 in GM Earning = $1 off the purchase price or lease of a new Chevrolet, Buick, GMC, or Cadillac","$1 in GM Earning = $1 off the purchase price or lease of a new Chevrolet, Buick, GMC, or Cadillac",FALSE,FALSE,FALSE,FALSE,FALSE,OP14037 GM VISA - $50 GM Rewards,FALSE,FALSE,FALSE,FALSE,,,NBA,,FALSE,FALSE,FALSE,FALSE,L0,,FALSE,FALSE,1,1,FALSE,1,0.8,,FALSE,,10,FALSE,,10,,,,,,VISA,Product,GM,,FALSE,1,0.5,Scotiabank GM VISA,FALSE,FALSE,FALSE,,CIM,OP14037,FALSE,FALSE,FALSE,FALSE,,,Always,,,,,,,,,
Sales,Payment,2235,Scotiabank GM VISA - $150 GM Rewards,,2235,InMarket,7/1/2016,12/31/2050,Offer Credit Cards,8,Payment NBA,Grow My Customer,Scotiabank GM VISA - $150 GM Rewards,Scotiabank GM VISA - $150 GM Rewards,Scotiabank GM VISA - $150 GM Rewards,Scotiabank GM VISA - $150 GM Rewards,30,150,By accepting this offer you agree to be bound by the Terms and Conditions and the Application Disclosure Statement. Sales CSO will review complete T&Cs with customer.,150,VFA,A1,Retail,Scotiabank GM VISA,Acquisition,Discretionary,,TRUE,1024240501,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"$1 in GM Earning = $1 off the purchase price or lease of a new Chevrolet, Buick, GMC, or Cadillac","$1 in GM Earning = $1 off the purchase price or lease of a new Chevrolet, Buick, GMC, or Cadillac",FALSE,FALSE,FALSE,FALSE,FALSE,OP14037 GM VISA - $150 GM Rewards,FALSE,FALSE,FALSE,FALSE,,,NBA,,FALSE,FALSE,FALSE,FALSE,L0,,FALSE,FALSE,1,1,FALSE,1,0.8,,FALSE,,10,FALSE,,10,,,,,,VISA,Product,GM,,FALSE,1,0.5,Scotiabank GM VISA,FALSE,FALSE,FALSE,,CIM,OP14037,FALSE,FALSE,FALSE,FALSE,,,Always,,,,,,,,,
Sales,Payment,2214,Rewards VISA earn 1 point for every $2,,2214,InMarket,9/10/2016,12/31/2050,Offer Credit Cards,8,Payment NBA,Grow My Customer,Rewards VISA earn 1 point for every $2,Visa Récompenses 1 point pour 2$ d'achat,Rewards VISA card earn 1 point for  every $2 spent on everyday purchases,Carte Visa Récompenses: 1 point pour chaque tranche de 2 $ d'achats courants.,30,150,"Awarded 1 point per $2 in purchases of goods and services charged to your Scotiabank Rewards VISA account. Points are not awarded for cash advances, Scotia CC Cheques, Scotia Rewards Dollars, plus other charges. Refer to full disclosure.",0,VLR,RC,Retail,Scotiabank Rewards VISA,Cross Sell,OptimizedNonPriority,,TRUE,1020330201,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"No annual fee. Earn travel rewards - 1 Scotia Rewards point per $2  spent. Full service travel agency.  Flexible point redemption. Travel benefits. Receive discounts and other special offers on hotels, airfare, car rentals.","Aucuns frais annuels Obtenez 1 point-boni Scotia pour 2 $ d'achat. Accédez aux services dune agence de voyage.  Échangez vos points comme vous voulez. Obtenez des offres et des rabais sur des hôtels, billets d'avion et voitures de location.",FALSE,FALSE,FALSE,FALSE,FALSE,Xsell_Reward_Visa_no_offer,FALSE,FALSE,FALSE,FALSE,,,NBA,,FALSE,FALSE,FALSE,FALSE,L0,,FALSE,FALSE,1,1,FALSE,1,0.8,,FALSE,,10,FALSE,,10,,,,,,,Product,,,FALSE,1,0.5,Scotiabank Rewards VISA,FALSE,FALSE,FALSE,,CIM,OP14026,FALSE,FALSE,FALSE,FALSE,,,Always,,,,,,,,,
Sales,Payment,2212,NoFee Value VISA 3.99% BT with 1% BT fee,,2212,InMarket,9/10/2016,12/31/2050,Offer Credit Cards,8,Payment NBA,Grow My Customer,NoFee Value VISA 3.99% BT with 1% BT fee,"Visa minima s. frais, TS 3,99%, 1% frais",No Fee Value VISA card with 3.99% on new balance transfers for the first 6 months and a low balance transfer fee of 1%,"Carte Visa minima Scotia sans frais annuels avec taux de 3,99 % sur les transferts de solde pour 6 mois et frais de transfert de solde de seulement 1%",30,150,"The introductory interest rate is applicable on cash advances, balance transfers and Scotia Credit Card cheques only. This rate takes effect when your account is opened, and will then continue for six months from that date. Refer to full disclosure.",0,VLR,NF,Retail,Scotiabank Value VISA - No Fee,Cross Sell,OptimizedNonPriority,,TRUE,1020330301,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,No annual fee. Outstanding value. Switch balances from higher interest rate credit cards and save. Pay down balances faster. Simplify monthly payments. Offers a low everyday rate of 16.99%. (Check offer for special rate),"Aucuns frais annuels. Excellente valeur. Économisez en transférant des soldes de cartes de crédit à taux plus élevés. Remboursez vos soldes plus vite. Simplifiez vos versements mensuels. Taux d'intérêt de 16,99% (voir l'offre pour le taux spécial).",FALSE,FALSE,FALSE,FALSE,FALSE,Xsell_Value_NF_3.99%BT_1%_BT_fee,FALSE,FALSE,FALSE,FALSE,,,NBA,,FALSE,FALSE,FALSE,FALSE,L0,,FALSE,FALSE,1,1,FALSE,1,0.8,,FALSE,,10,FALSE,,10,,,,,,VISA,Product,Value No Fee,,FALSE,1,0.5,Carte VISA minima Scotia sans frais annuels,FALSE,FALSE,FALSE,,CIM,OP14026,FALSE,FALSE,FALSE,FALSE,,,Always,,,,,,,,,
Sales,Payment,2116,Pre-Approved Credit Limit Increase,,2116,InMarket,6/16/2016,12/31/2050,Increase Borrowing Limit on Credit Cards,10,Payment NBA,Show My Customer,Pre-Approved Credit Limit Increase,Hausse limite de crédit préapprouvée,Pre-Approved Credit Limit Increase,Hausse limite de crédit préapprouvée,30,150,Your account must be in good standing at the time of processing. This is exclusive to pre-selected Scotiabank cardmembers who are Canadian residents. After offer expires you must complete an application for an increase,0,CARD,REX,Retail,Credit Limit increase,Usage,Discretionary,NonContextual,TRUE,1011430101,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Credit Limit increase,Credit Limit increase,FALSE,FALSE,FALSE,FALSE,FALSE,Credit Limit Increase Nov,FALSE,FALSE,FALSE,FALSE,"origination_source, language, scotiaCardNumber, ProductCode","offerExpireDate, campaignNum, creativeID, current_account_number, product_code, sub_product_code, approved_credit_limit",NBA,,FALSE,FALSE,FALSE,FALSE,L0,,FALSE,FALSE,1,1,FALSE,1,0.8,,FALSE,,10,FALSE,,10,,,,,,,Product,Credit Card,,FALSE,1,0.5,Credit Limit increase,TRUE,FALSE,TRUE,Credit Card,CIM,VS11038,FALSE,FALSE,FALSE,FALSE,,,Always,,,,,,,,,
Sales,Payment,2013,Mom NF PA - 1.99% CABT w/ 1% BT fee 6m,,2013,InMarket,9/1/2016,12/31/2050,Offer Credit Cards,8,Payment NBA,Grow My Customer,Mom NF PA - 1.99% CABT w/ 1% BT fee 6m,Mom NF PA - 1.99% CABT w/ 1% BT fee 6m,Mom NF PA - 1.99% CABT w/ 1% BT fee 6m,Mom NF PA - 1.99% CABT w/ 1% BT fee 6m,30,150,By accepting this offer you agree to be bound by the Terms and Conditions and the Application Disclosure Statement. Sales CSO will review complete T&Cs with customer.,0,VCL,NF,Retail,Scotia Momentum No-Fee VISA,Acquisition,Discretionary,,TRUE,1024240501,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Cash back with no annual fee,Cash back with no annual fee,FALSE,FALSE,FALSE,FALSE,FALSE,OP14037 Momentum No Fee,FALSE,FALSE,FALSE,FALSE,,,NBA,,FALSE,FALSE,FALSE,FALSE,L0,,FALSE,FALSE,1,1,FALSE,1,0.8,,FALSE,,10,FALSE,,10,,,,,,VISA,Product,Momentum No Fee,,FALSE,1,0.5,Scotia Momentum No-Fee VISA,FALSE,FALSE,FALSE,,CIM,OP14037,FALSE,FALSE,FALSE,FALSE,,,Always,,,,,,,,,
Sales,Payment,2010,Mom Inf PA - $0AF+1.99% CA/BT w BTfee 6m,,2010,InMarket,9/1/2016,12/31/2050,Offer Credit Cards,8,Payment NBA,Grow My Customer,Mom Inf PA - $0AF+1.99% CA/BT w BTfee 6m,Mom Inf PA - $0AF+1.99% CA/BT w BTfee 6m,Mom Inf PA - $0AF + 1.99% CA/BT w/ BT fee 6m,Mom Inf PA - $0AF + 1.99% CA/BT w/ BT fee 6m,30,150,By accepting this offer you agree to be bound by the Terms and Conditions and the Application Disclosure Statement. Sales CSO will review complete T&Cs with customer.,0,VCL,DM,Retail,Scotia Momentum Infinite VISA,Acquisition,Discretionary,,TRUE,1024240401,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Earn up to 4% cash back,Earn up to 4% cash back,FALSE,FALSE,FALSE,FALSE,FALSE,OP14037 Momentum Infinite,FALSE,FALSE,FALSE,FALSE,,,NBA,,FALSE,FALSE,FALSE,FALSE,L0,,FALSE,FALSE,1,1,FALSE,1,0.8,,FALSE,,10,FALSE,,10,,,,,,VISA,Product,Momentum Infinite,,FALSE,1,0.5,Scotia Momentum Infinite VISA,FALSE,FALSE,FALSE,,CIM,OP14037,FALSE,FALSE,FALSE,FALSE,,,Always,,,,,,,,,
